Disponibilité alimentaire (Kcal/personne/jour),Disponibilité alimentaire en quantité (kg/personne/an),Pays,Population,importation_1000t_pour100khab,Proportion_nourriture_importée,GDP_per_capita,GDP_per_capita_growth%,Taux_croissancePIB,score_facilite_business,Trading_accross_borders,taux_droits_douane,Score_performance_logistique,Croissance_pop (%),part_pop_urbaine%,score_de_paix,Absence_acces_alimentation_saine (%pop),indice_stabilité_politique,Groupe_revenus
149.24,39.57,Afrique du Sud,60414495,0.5031905008889009,12.827004219409282,15331,3.66236830398525,1.91040617007184,67.01897,59.64271,4.46,3.38,0.865464649421926,68.819,2.507,61.2,-0.722118079662323,Revenu intermédiaire
85.67,22.56,Albanie,2745972,1.7115979332637041,73.4375,19493,9.92271370805365,4.85640165227306,67.74847,96.29094,1.13,2.66,-1.14841763771287,64.603,1.809,12.2,0.114945493638515,Revenu intermédiaire
23.14,6.13,Algerie,45606480,0.0,0.0,16028,2.09348761143818,3.60000000017391,48.59758,38.42879,10.29,2.45,1.55401932380535,75.268,2.11,19.7,-0.741771519184113,Revenu intermédiaire
60.85,16.51,Allemagne,84482267,0.9339238020210798,57.34011627906977,66616,3.12016297281919,1.80620896724351,79.71004,91.77378,1.39,4.2,0.813269249881238,77.765,1.542,2.2,0.614759147167206,Revenu élevé
39.62,10.52,Angola,36684202,0.8614062260370281,84.49197860962566,7929,-1.95459800636894,3.04540300954928,41.28838,36.15152,11.33,2.05,3.03099631037773,68.688,2.043,72.2,-0.646240890026093,Revenu intermédiaire
70.07,18.45,Armenie,2777970,1.4399003588951644,78.43137254901961,20445,6.35474440171846,12.5999999997766,74.49401,91.72722,3.61,2.61,-0.0899173371650819,63.739,2.052,54.9,-0.797183930873871,Revenu intermédiaire
185.62,49.09,Australie,26638544,0.015015835700329569,0.311284046692607,65366,1.96806164574946,4.26894639349867,81.21506,70.30122,0.81,3.75,2.37089971050094,86.617,1.536,3.2,0.933572053909302,Revenu élevé
71.88,19.14,Autriche,9132383,1.324955381306281,70.76023391812865,70976,3.78471969654039,4.80643020178459,78.74549,100.0,1.39,4.03,0.996275813585943,59.53,1.313,2.9,0.637995362281799,Revenu élevé
6.66,1.66,Bangladesh,172954319,0.0,0.0,8355,5.71664908722495,7.09982877575158,45.04865,31.76273,10.95,2.58,1.02746498713519,40.473,2.126,48.2,-1.09237110614777,Revenu intermédiaire
60.49,16.25,Belgique,11822592,2.613640054566714,163.4920634920635,68274,6.48877041272659,3.01472197492703,74.98904,100.0,1.39,4.04,1.16366497533437,98.189,1.51,0.7,0.575668811798096,Revenu élevé
18.18,4.81,Bhutan,787424,0.3809891494290243,75.0,15022,3.75252137859019,5.21386783786224,65.97305,94.24843,3.33,2.17,0.63304453326495,44.35,1.564,5.3,0.86481773853302,Revenu intermédiaire
82.13,21.82,Bosnie Herzegovine,3210847,0.46716645171819154,21.12676056338028,20999,8.94827661601434,4.22681101095546,65.44253,95.7339,2.8,2.81,-0.70384174302478,50.269,1.961,5.8,-0.439371019601822,Revenu intermédiaire
177.76,47.05,Bresil,216422446,0.002310296409828027,0.04935346954890929,19399,4.21030025353157,3.01669435393015,59.08307,69.85197,7.76,2.99,0.513716985680443,87.788,2.589,25.3,-0.331465899944305,Revenu intermédiaire
80.24,20.87,Bulgarie,6430370,1.3996084206663069,63.38028169014085,35464,8.54260999187817,3.92643222124569,71.97405,97.41406,1.39,3.03,-0.538593661595979,76.701,1.629,5.8,0.246252059936523,Revenu élevé
25.15,6.66,Burkina Faso,23251485,0.0,0.0,2621,4.14209565975429,1.77791543778547,51.40019,66.57509,7.3,2.62,2.51606040251666,32.52,2.969,63.1,-1.7825174331665,Faible revenu
2.48,0.66,Burundi,13238559,0.0,0.0,918,0.381166639765468,1.84899943948213,46.77393,47.34275,8.53,2.06,2.67147850336685,14.784,2.567,89.6,-1.18886947631836,Faible revenu
133.01,35.13,Belarus,9178298,0.17432425924719375,4.776119402985074,28406,3.29082150587152,-4.65824489149375,74.29113,96.50693,2.27,2.57,-0.540824986374776,80.731,2.291,1.0,-0.79387354850769,Revenu intermédiaire
38.26,10.69,Benin,13712828,0.9698947583970279,93.00699300699301,3958,4.23870895916781,6.25324491401346,52.40404,68.94165,10.89,2.75,2.66008514236957,50.1,2.306,56.8,-0.349461376667023,Revenu intermédiaire
153.72,41.17,Canada,40097761,0.5137443958529255,13.013265950726469,62042,4.70538205187351,3.81986633913397,79.64043,88.35791,2.35,3.73,2.93227401162387,81.862,1.449,2.7,0.772814035415649,Revenu élevé
144.18,38.51,Chili,19629590,0.8864168838982374,23.04635761589404,31586,10.2323992648849,2.05874008095333,72.58023,80.55935,0.43,3.32,0.131811438677878,88.012,1.978,40.4,0.118578858673573,Revenu élevé
78.89,17.14,Chine,1410710000,0.09328635935096512,5.385496807988214,22499,8.35171995394172,2.98908408613474,77.28424,86.50482,2.31,3.61,-0.103794531589067,64.57,2.101,17.5,-0.441073626279831,Revenu intermédiaire
112.02,29.09,Chypre,1260138,1.4284149831208963,50.0,53776,8.89198392527508,5.05812800841309,73.35105,88.44227,1.39,3.15,0.688799542570149,66.987,2.026,1.8,0.418635070323944,Revenu élevé
138.46,36.65,Colombie,52085168,0.15551452190765708,4.260915307732772,21056,9.54105155997694,7.2888838865514,70.05964,62.71747,2.58,2.94,0.406206101195742,82.354,2.887,36.6,-0.641925930976868,Revenu intermédiaire
121.71,32.27,Costa Rica,5212173,0.3837171176014304,11.976047904191617,26181,7.28965011679902,4.55149177958398,69.2383,77.60393,1.43,2.79,0.603176926750417,82.622,1.95,15.9,0.954446792602539,Revenu intermédiaire
71.98,19.54,Croatie,3853200,0.882383473476591,43.037974683544306,42399,17.9573644892955,7.02722588804099,73.62096,100.0,1.39,3.1,-0.0633298852988127,58.575,1.504,13.5,0.61216127872467,Revenu élevé
69.74,17.83,Danemark,5946952,1.6647183296586217,94.28571428571429,77954,6.38244434165682,2.73117445421431,85.28856,100.0,1.39,3.99,0.741185515720057,88.495,1.382,0.9,0.86500883102417,Revenu élevé
119.16,32.1,Espagne,48373336,0.4382579692250293,13.883431565160445,48685,6.29065944452751,5.77064767618052,77.93588,100.0,1.39,3.83,1.23763541014937,81.552,1.597,8.9,0.265326976776123,Revenu élevé
94.65,21.26,Estonie,1366188,1.8299092072247742,89.28571428571429,47942,7.13570556057577,-0.461002668410416,80.61685,99.92138,1.39,3.31,1.27794159737588,69.81,1.615,5.1,0.723720729351044,Revenu élevé
90.52,23.67,Finlande,5584264,0.4297791078645279,18.3206106870229,62599,2.62522857501395,1.33546730512326,80.17834,92.43626,1.39,3.97,0.505513909563998,85.773,1.474,0.8,0.891491711139679,Revenu élevé
93.48,24.6,France,68170228,0.9784329898383206,41.9496855345912,57594,6.13176131597774,2.45475817660707,76.80465,100.0,1.39,3.84,0.292221085514903,81.777,2.088,3.1,0.334524124860764,Revenu élevé
129.38,34.23,Russie,143826130,0.036154765479680225,1.0498687664041995,40958,5.96554013311996,-2.06971152527731,78.16284,71.76091,4.17,2.76,-0.285217600763343,75.331,3.134,2.0,-0.918995440006256,Revenu élevé
76.98,20.07,Gambie,2773168,1.911171627539334,98.14814814814815,2970,2.62763565003918,4.91782130902605,50.29381,67.81075,17.69,2.4,2.45217756522986,64.472,2.079,44.0,0.0458285696804523,Faible revenu
35.96,9.57,Ghana,34121985,0.7326654648022383,78.125,7133,2.98783641242667,3.81750462109567,59.96017,54.83928,10.51,2.57,1.91170171695852,59.238,1.938,63.0,-0.0659129694104195,Revenu intermédiaire
98.55,26.23,Grece,10361295,0.7914068656475856,30.147058823529413,38922,9.70676969266229,5.55728707963308,68.42391,93.71659,1.39,3.2,-0.631359846394221,80.673,1.793,18.3,0.0643030628561974,Revenu élevé
111.52,29.03,Guatemala,17602431,0.8123877889366532,27.606177606177607,13300,6.41540555186262,4.11800416923388,62.59562,77.15338,1.72,2.41,1.39900898821501,53.098,2.332,43.9,-0.30497133731842,Revenu intermédiaire
17.38,4.63,Guinée,14190612,0.5073776944926688,112.5,4087,1.39114155141465,4.69999999984769,49.42922,47.8171,12.26,2.2,2.36211734721627,38.085,2.423,37.4,-0.864391386508942,Revenu intermédiaire
11.11,2.94,Guinée-Bissau,2150842,0.13948025935889294,50.0,2487,4.08201969053077,4.19999023152431,43.23319,59.60033,11.82,2.39,2.12750787782784,45.466,2.085,64.0,-0.394830405712128,Faible revenu
249.03,65.81,Guyana,813834,0.12287518093370392,1.8867924528301887,40338,18.9089817486352,63.4398643665041,55.49196,58.26962,4.73,2.36,0.629624405206613,27.162,2.286,9.4,0.0270621627569199,Revenu élevé
98.26,25.94,Honduras,10593798,0.16991073456375136,6.642066420664206,6820,10.8504463017043,4.14356194013767,56.26791,64.27298,2.85,2.6,1.53082951071852,60.212,2.415,39.0,-0.552035331726074,Revenu intermédiaire
94.18,23.69,Hongrie,9589872,0.9697731106317165,39.40677966101695,43578,7.50510516201774,4.58340767295068,73.41584,100.0,1.39,3.42,-0.552969965032594,72.864,1.502,10.5,0.635951280593872,Revenu élevé
13.21,3.49,Inde,1428627663,0.0,0.0,9200,8.81860584308893,6.98703932576051,71.04511,82.45819,5.87,3.18,0.805014301342575,36.364,2.319,55.6,-0.568608164787292,Revenu intermédiaire
56.01,14.8,Indonesie,277534122,0.0,0.0,14446,2.9849400734317,5.30741934775764,69.57879,67.53506,1.83,3.15,0.735139895418266,58.572,1.857,46.5,-0.439423859119415,Revenu intermédiaire
168.5,31.18,Irlande,5262382,2.090308153227949,70.06369426751593,133823,14.0322863534396,9.43302211023355,79.57614,87.24621,1.39,3.51,2.60299259103173,64.466,1.303,1.0,0.881889522075653,Revenu élevé
116.64,30.74,Islande,393600,0.508130081300813,18.181818181818183,73471,3.43904675772384,8.88130774528271,78.96154,86.70922,1.51,3.23,2.99067031992196,94.042,1.112,0.4,1.26293528079987,Revenu élevé
263.98,70.83,Israel,9756700,0.0,0.0,52134,6.80051563909181,6.83288663572093,76.67572,83.4229,2.88,3.31,2.06280419087907,92.854,3.115,16.5,-1.285315990448,Revenu élevé
74.87,20.31,Italie,58761146,0.24165628083563925,11.843202668890742,55908,8.87012965883184,3.98589744251659,72.85055,100.0,1.39,3.74,-0.304633382751779,71.973,1.692,6.9,0.413505375385284,Revenu élevé
210.35,55.67,Jamaique,2825544,0.7432197127349636,13.375796178343949,10826,4.33290128957455,5.22151985159613,69.67997,61.53564,8.61,2.52,-0.0648514304106601,57.378,2.119,22.1,0.379746347665787,Revenu intermédiaire
108.68,27.9,Japon,124516650,0.9340116361948382,33.632157316367845,47118,3.0321308280439,0.954736937781391,77.99983,85.93903,1.84,4.03,-0.487370782049143,92.043,1.525,7.5,1.07391095161438,Revenu élevé
83.0,21.82,Kazakhstan,19900177,0.864313920423924,40.66193853427896,36595,1.93213881026735,3.19999999970734,79.55915,70.3578,2.17,2.81,1.34158039345206,58.179,1.954,5.6,-0.356833428144455,Revenu intermédiaire
7.82,2.07,Kenya,55100586,0.003629725462447895,1.7857142857142858,5902,5.52043630422037,4.8466348557707,73.21648,67.43698,9.3,2.81,1.96674157342146,29.52,2.409,79.2,-0.943087220191956,Revenu intermédiaire
3.87,1.02,Lesotho,2330318,0.042912598194752814,50.0,2700,0.631493185645155,1.28550412458897,59.4294,91.85633,3.35,2.28,1.05662089697663,30.415,2.461,76.3,-0.134738370776176,Revenu intermédiaire
111.89,29.29,Lettonie,1881750,2.444533014481201,85.18518518518519,41107,7.63560410392657,2.95473177143623,80.28054,95.25524,1.39,2.81,0.125866344662112,68.671,1.661,12.7,0.480724364519119,Revenu élevé
48.83,12.99,Liberia,5418377,0.9966083939895656,78.26086956521739,1713,2.84728210314857,4.80810517290655,43.22747,19.17506,6.64,2.23,2.15837823978606,53.567,2.025,64.1,-0.291599869728088,Faible revenu
100.02,26.55,Lituanie,2871897,1.7758297041990017,69.86301369863014,50997,6.05877089552746,2.44017546498974,81.61948,97.8342,1.39,3.02,1.41170910782706,68.694,1.672,9.0,0.653739511966705,Revenu élevé
69.09,18.01,Macedoine du Nord,1811980,2.0419651431031247,97.36842105263158,24180,5.59213007924724,2.22170527084103,80.74807,93.87026,2.38,2.7,-1.0830878621445,59.479,1.764,19.4,0.11759065836668,Revenu intermédiaire
13.3,3.03,Madagascar,30325732,0.0,0.0,1782,3.21466266497153,3.79619908930115,47.72865,60.95401,7.51,2.39,2.38265667508188,40.556,1.838,93.6,-0.531038582324982,Faible revenu
202.57,53.06,Malaisie,34308525,0.5159067607832164,9.827873403664631,35040,2.14731128116709,8.65034422372288,81.47337,88.4713,3.62,3.22,1.08520231604055,78.716,1.427,1.8,0.140358164906502,Revenu intermédiaire
27.23,7.21,Malawi,20931751,0.0,0.0,1820,0.102866904343713,0.923449719368733,60.9371,65.29455,5.95,2.59,2.54716886319793,18.28,2.063,89.6,-0.152863919734955,Faible revenu
9.68,2.55,Mali,23293698,0.00858601326418845,3.4482758620689653,2577,-0.150902080045483,3.47495171106735,52.94472,73.29979,7.88,2.59,3.05166141549371,46.189,3.095,58.7,-2.47940897941589,Faible revenu
64.11,17.46,Maroc,37840044,0.026427030581676912,1.529051987767584,9205,6.88073133381511,1.25854398420971,73.38133,85.58359,4.23,2.54,1.01483758667745,65.121,2.054,12.7,-0.319889187812805,Revenu intermédiaire
172.45,45.15,Maurice,1261041,0.3171982512860407,6.779661016949152,26580,3.37766873430745,8.87988518971193,81.46811,81.00271,1.27,2.73,-0.117452949112512,40.867,1.577,17.5,0.835721731185913,Revenu intermédiaire
29.4,7.81,Mauritanie,4862989,0.9870472666090752,129.72972972972974,6645,-1.79758695985929,6.38702309577425,51.06288,60.29745,8.32,2.33,2.6431022627714,57.699,2.136,55.2,-0.507473766803741,Revenu intermédiaire
27.07,7.1,Mongolie,3447157,0.696225904419207,100.0,16559,0.0141488620388373,5.0327096366527,67.77262,60.83078,5.28,2.37,1.42551054825547,69.089,1.845,19.6,0.533999085426331,Revenu intermédiaire
73.57,19.22,Montenegro,616177,1.7852013301372818,91.66666666666667,28320,13.4259284810017,6.40668032879275,73.81891,91.85441,3.19,2.75,-0.167992320943883,68.502,1.746,12.1,-0.0591769814491272,Revenu intermédiaire
47.3,12.09,Myanmar,54577997,0.0018322401974553957,0.15267175572519084,5683,-12.6294766630845,4.0374934360085,46.82775,47.67401,1.04,2.3,0.733178876221607,32.112,2.943,56.3,-2.21174263954163,Revenu intermédiaire
3.23,0.86,Niger,27202843,0.007352172712241879,9.090909090909092,1776,-2.30630050913916,11.9000000000277,56.75932,65.40149,8.46,2.07,3.72576598230791,17.054,2.792,86.3,-1.47217929363251,Faible revenu
6.14,1.63,Nigeria,223804632,0.0,0.0,6069,1.18282822257881,3.25168140827093,56.87589,29.20304,12.2,2.53,2.37988826918731,54.283,2.907,78.7,-1.79814147949219,Revenu intermédiaire
80.95,21.51,Norvège,5519594,0.07246909827063368,3.4188034188034186,124253,3.35449507409562,3.00563516076298,82.62729,96.97418,3.0,3.7,1.13818460655469,83.995,1.638,1.5,0.860958337783813,Revenu élevé
25.41,6.73,Nepal,30896590,0.0,0.0,4960,2.44237973234667,5.63131455871746,63.1866,85.14296,11.99,2.51,1.13603537496157,21.903,2.069,41.1,-0.251907497644424,Revenu intermédiaire
5.5,1.46,Ouganda,48582334,0.0,0.0,2921,0.264400771937062,4.58802192181773,59.9818,66.73418,8.67,2.58,2.78160960502728,26.771,2.477,72.5,-0.807034194469452,Faible revenu
22.07,6.38,Ouzbekistan,36412350,0.19773510910446596,32.57918552036199,9042,5.30221790005542,5.66881705491629,69.87898,58.2312,2.56,2.58,2.12121533052509,50.532,1.957,15.0,-0.196214869618416,Revenu intermédiaire
31.74,8.4,Pakistan,240485658,0.0,0.0,6112,4.57816043050141,4.767539530847,60.95491,68.82989,9.03,2.42,1.9571034315941,38.04,2.783,58.7,-1.90026199817657,Revenu intermédiaire
191.16,50.68,Panama,4468087,0.40285697212252136,8.071748878923767,36170,14.3217931852755,10.8093661181786,66.56045,85.47404,6.43,3.28,1.34074838442305,69.512,2.14,43.5,0.297832071781158,Revenu élevé
39.94,10.44,Paraguay,6861524,0.014574021747938213,1.408450704225352,16285,2.69625613799829,0.176038366132886,59.05401,65.10256,4.49,2.78,1.18427440537002,63.149,2.044,24.1,0.0359779521822929,Revenu intermédiaire
59.64,15.73,Philippines,117337368,0.3068076318193877,19.801980198019802,9983,4.14651416904204,7.58098212785563,62.82943,68.44584,1.73,2.9,1.52719727728693,48.287,2.21,48.1,-0.712976396083832,Revenu intermédiaire
110.32,29.53,Pologne,36685849,0.212616041678632,6.627017841971113,46721,7.3654328477301,5.63756676578897,76.38122,100.0,1.39,3.54,-0.369758116260503,60.218,1.678,6.6,0.500283241271973,Revenu élevé
123.48,32.82,Portugal,10525347,0.8930821948198002,27.893175074183976,44484,5.07669501382099,6.82751087594069,76.46616,100.0,1.39,3.64,1.10479001213844,67.906,1.372,12.0,0.860719680786133,Revenu élevé
200.72,43.44,Perou,34352719,0.25325506257597835,5.882352941176471,16363,11.9743591934842,2.72550021563363,68.69658,71.2527,0.65,2.69,0.886323861618286,78.922,2.179,33.6,-0.446338385343552,Revenu intermédiaire
85.01,21.59,Roumanie,19056116,0.7084339746882313,31.764705882352942,42973,6.50047052344212,4.10702720241547,73.3332,100.0,1.39,3.12,0.047801854432771,54.672,1.755,55.9,0.488021969795227,Revenu élevé
2.82,0.75,Rwanda,14094683,0.028379496012787234,40.0,3065,8.25962652732505,8.15773440296567,76.48282,74.97549,11.97,2.97,2.28190198384881,17.892,2.12,75.7,0.0305139776319265,Faible revenu
139.31,36.85,Rep. Dominicaine,11332972,0.4764857797230947,13.043478260869565,24364,11.0782763208364,4.85832403582451,59.98867,83.506,3.8,2.66,0.923257649090989,84.446,2.157,24.8,0.328113049268723,Revenu intermédiaire
24.76,6.34,Laos,7633779,0.0654983593315971,10.416666666666666,8794,1.06938031810783,2.70742652643155,50.82456,78.11937,1.12,2.7,1.37576862016302,38.247,1.861,57.1,0.802727520465851,Revenu intermédiaire
45.5,11.46,Serbie,6618026,0.347535654891655,27.710843373493976,25057,8.74735667879341,2.54995557013696,75.65345,96.57181,1.72,2.84,-0.699014137453456,57.113,1.93,8.1,-0.172904297709465,Revenu intermédiaire
21.25,5.56,Sierra Leone,8791092,0.29575392909094794,54.166666666666664,1760,1.79687952384096,3.45753985565149,47.45831,51.87521,14.22,2.08,2.13120700196935,44.3,1.993,62.5,-0.0895016714930534,Faible revenu
46.52,12.38,Slovaquie,5426740,1.5847451692913241,122.85714285714286,41057,4.99394874788244,1.87003619871018,75.58542,100.0,1.39,3.03,-0.0923148510113108,54.027,1.634,17.7,0.44343426823616,Revenu élevé
96.12,25.91,Slovenie,2120937,1.1787243091143207,45.45454545454545,51282,7.9379162267506,2.46078331366104,76.51751,100.0,1.39,3.31,0.422923513694067,56.088,1.395,1.4,0.706639647483826,Revenu élevé
6.38,1.69,Soudan,48109006,0.0020786128900688572,1.2658227848101267,3532,-4.4836196256332,-0.957816591119183,44.82932,18.96411,0.0,2.43,2.6001891699622,36.342,3.327,33.7,-1.99889421463013,Faible revenu
39.39,10.43,Sri Lanka,22037000,0.0,0.0,14182,3.09279134925238,-7.34676438378833,61.80614,73.29466,4.36,2.6,-0.651320770103285,19.211,2.195,41.1,-0.785569846630096,Revenu intermédiaire
68.06,18.01,Suisse,8849852,0.5536815756918873,31.21019108280255,90746,4.5881921178937,2.56832817834069,76.61864,96.05693,1.4,3.9,0.84073604280258,74.202,1.35,1.2,1.16113972663879,Revenu élevé
63.8,16.35,Suède,10536632,0.9300884760898928,56.97674418604651,68088,5.51142519349814,2.66319953969133,81.99155,98.03616,1.39,4.05,0.472717863265105,88.738,1.782,3.6,0.902623057365417,Revenu élevé
31.38,8.3,Senegal,17763163,0.011259256023265676,1.3888888888888888,4613,3.76246020254614,3.82185605131144,59.275,60.85167,8.88,2.25,2.54699595340171,49.579,2.084,49.5,-0.15329946577549,Revenu intermédiaire
10.55,2.75,Tadjikistan,10143543,0.03943395320550226,14.814814814814815,4614,7.07897317485686,8.00000033846364,61.26761,60.94652,2.31,2.34,1.89847329660101,28.234,2.035,28.6,-0.694840013980865,Revenu intermédiaire
91.77,23.87,Tchequie,10873689,1.2323324678496874,53.386454183266935,51702,5.4463696180117,2.35100353961535,76.34054,100.0,1.39,3.68,1.87114719000125,74.552,1.459,4.2,0.815441370010376,Revenu élevé
43.44,11.16,Thailande,71801279,0.0027854657018017742,0.25,22214,1.39024300962116,2.46276934050356,80.09233,84.64969,3.15,3.41,0.145296511250275,53.608,2.048,16.4,-0.383099317550659,Revenu intermédiaire
20.63,5.47,Togo,9053799,0.22090174522319306,41.666666666666664,2927,3.51118001032287,5.75954251521733,62.28934,63.66457,10.73,2.45,2.29140060710712,44.49,2.381,54.6,-0.711050152778625,Faible revenu
178.69,47.12,Trinidad et Tobago,1534937,1.368134327337213,29.166666666666668,29910,-1.52495373406445,1.48223484044745,61.29128,62.60005,8.87,2.42,0.253948220302279,53.439,2.092,39.1,0.357974648475647,Revenu élevé
90.58,23.66,Uruguay,3423108,0.3505586151532467,14.814814814814815,32746,5.64896088197078,4.70725761465232,61.53994,58.39115,5.25,2.69,0.0091733711706744,95.771,1.893,36.1,1.09546458721161,Revenu élevé
58.54,14.95,Vietnam,98858950,0.2731163946208209,18.392370572207085,14051,1.69163268841115,8.12351446767343,69.76594,70.82859,1.17,3.27,0.682172962745761,39.48,1.802,9.4,-0.0305646620690823,Revenu intermédiaire
18.58,4.94,Zambie,20569737,0.27710611953862124,57.57575757575758,3865,3.2594577171275,5.24962232294098,66.93648,56.87656,4.81,2.53,2.72052846961362,46.335,1.948,81.7,0.102313563227654,Revenu intermédiaire
208.4,55.25,Emirats arabes unis,9516871,6.703884081227959,122.22222222222223,78915,3.48721466285863,7.85041812278786,80.75261,74.10464,2.63,3.96,0.799054784290549,87.779,1.897,2.3,0.700785338878632,Revenu élevé
108.6,28.78,Equateur,18190484,0.005497379838821221,0.19305019305019305,15117,8.52793663136605,6.18613907258741,57.7227,71.15372,4.63,2.88,1.04712882938642,64.792,2.572,25.9,-0.239295244216919,Revenu intermédiaire
